trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,1,male,loro,17,2,Target_Stimuli/male/loro.mp3,1771207313557,0.100,870.100,870.000,0.000,6020.800,1771207313557,1771207319577.8,1500,56,56_trial1_male_loro.wav,870.100,1999.958,1129.858,ok,-40.000,false,
2,1,male,grapadora,7,1,Target_Stimuli/male/grapadora.mp3,1771207321107,0.100,1216.100,1216.000,0.100,6022.500,1771207321107.1,1771207327129.5,1500,56,56_trial2_male_grapadora.wav,1216.000,2632.667,1416.667,ok,-40.000,false,
3,1,female,naranja,22,2,Target_Stimuli/female/naranja.mp3,1771207328645,0.000,1120.875,1120.875,0.000,6018.200,1771207328645,1771207334663.2,1500,56,56_trial3_female_naranja.wav,1120.875,2948.500,1827.625,ok,-40.000,false,
4,1,male,fresas,9,1,Target_Stimuli/male/fresas.mp3,1771207336185,0.300,1002.300,1002.000,0.000,6019.800,1771207336185,1771207342204.8,1500,56,56_trial4_male_fresas.wav,1002.300,2169.729,1167.429,ok,-40.000,false,
5,1,female,lápiz,19,2,Target_Stimuli/female/lapiz.mp3,1771207343725,0.100,897.975,897.875,0.100,6029.900,1771207343725.1,1771207349754.9,1500,56,56_trial5_female_lapiz.wav,897.875,1438.208,540.333,ok,-40.000,false,
6,1,female,reloj,3,1,Target_Stimuli/female/reloj.mp3,1771207351285,0.100,964.975,964.875,0.000,6029.500,1771207351285,1771207357314.5,1500,56,56_trial6_female_reloj.wav,964.975,,,no_speech_detected,-10.810,true,No onset above threshold after playback end
7,1,male,lechuga,18,2,Target_Stimuli/male/lechuga.mp3,1771207358836,0.300,1063.300,1063.000,0.000,6011.500,1771207358836,1771207364847.5,1500,56,56_trial7_male_lechuga.wav,1063.300,3205.479,2142.179,ok,-40.000,false,
8,1,male,tijeras,4,1,Target_Stimuli/male/tijeras.mp3,1771207366365,0.200,1008.200,1008.000,0.100,6027.200,1771207366365.1,1771207372392.2,1500,56,56_trial8_male_tijeras.wav,1008.100,3202.375,2194.275,ok,-40.000,false,
9,1,female,hongos,13,2,Target_Stimuli/female/hongos.mp3,1771207373911,0.600,958.475,957.875,0.300,6022.500,1771207373911.3,1771207379933.5,1500,56,56_trial9_female_hongos.wav,958.175,2382.458,1424.283,ok,-40.000,false,
10,1,female,cinta,8,1,Target_Stimuli/female/cinta.mp3,1771207381466,0.500,810.375,809.875,0.100,6024.800,1771207381466.1,1771207387490.8,1500,56,56_trial10_female_cinta.wav,810.275,3020.229,2209.954,ok,-40.000,false,
11,1,female,gato,21,2,Target_Stimuli/female/gato.mp3,1771207389019,0.100,855.975,855.875,0.100,6024.300,1771207389019.1,1771207395043.3,1500,56,56_trial11_female_gato.wav,855.875,2411.750,1555.875,ok,-40.000,false,
12,1,male,manzana,1,1,Target_Stimuli/male/manzana.mp3,1771207396564,0.000,1164.000,1164.000,0.000,6013.400,1771207396564,1771207402577.4,1500,56,56_trial12_male_manzana.wav,1164.000,3153.188,1989.188,ok,-40.000,false,
13,1,male,conejo,20,2,Target_Stimuli/male/conejo.mp3,1771207404097,0.200,945.200,945.000,0.100,6016.400,1771207404097.1,1771207410113.4,1500,56,56_trial13_male_conejo.wav,945.100,2103.771,1158.671,ok,-40.000,false,
14,1,male,sandía,5,1,Target_Stimuli/male/sandia.mp3,1771207411638,0.100,1946.058,1945.958,0.000,6024.600,1771207411638,1771207417662.6,1500,56,56_trial14_male_sandia.wav,1946.058,2070.000,123.942,ok,-40.000,false,
15,1,male,cebolla,14,2,Target_Stimuli/male/cebolla.mp3,1771207419181,0.100,881.100,881.000,0.100,6025.300,1771207419181.1,1771207425206.3,1500,56,56_trial15_male_cebolla.wav,881.000,2973.938,2092.938,ok,-40.000,false,
16,1,female,caballo,11,1,Target_Stimuli/female/caballo.mp3,1771207426735,0.300,880.175,879.875,0.100,6021.200,1771207426735.1,1771207432756.2,1500,56,56_trial16_female_caballo.wav,880.075,,,no_speech_detected,-15.209,true,No onset above threshold after playback end
17,1,male,ardilla,16,2,Target_Stimuli/male/ardilla.mp3,1771207434283,0.100,1000.100,1000.000,0.000,6021.300,1771207434283,1771207440304.3,1500,56,56_trial17_male_ardilla.wav,1000.100,1965.521,965.421,ok,-40.000,false,
18,1,female,oso,2,1,Target_Stimuli/female/oso.mp3,1771207441828,0.200,806.075,805.875,0.100,6016.600,1771207441828.1,1771207447844.6,1500,56,56_trial18_female_oso.wav,805.975,,,no_speech_detected,-19.267,true,No onset above threshold after playback end
19,1,female,basurero,23,2,Target_Stimuli/female/basurero.mp3,1771207449367,0.100,1191.975,1191.875,0.100,6022.100,1771207449367.1,1771207455389.1,1500,56,56_trial19_female_basurero.wav,1191.875,2372.396,1180.521,ok,-40.000,false,
20,1,male,tiza,10,1,Target_Stimuli/male/tiza.mp3,1771207456906,0.400,797.400,797.000,0.100,6031.900,1771207456906.1,1771207462937.9,1500,56,56_trial20_male_tiza.wav,797.300,,,no_speech_detected,-14.017,true,No onset above threshold after playback end
21,1,female,pez,24,2,Target_Stimuli/female/pez.mp3,1771207464455,0.100,595.975,595.875,0.000,6019.100,1771207464455,1771207470474.1,1500,56,56_trial21_female_pez.wav,595.975,2174.313,1578.338,ok,-40.000,false,
22,1,female,elote,12,1,Target_Stimuli/female/elote.mp3,1771207472003,0.200,923.075,922.875,0.100,6014.200,1771207472003.1,1771207478017.2,1500,56,56_trial22_female_elote.wav,922.975,3229.000,2306.025,ok,-40.000,false,
23,1,male,cuaderno,15,2,Target_Stimuli/male/cuaderno.mp3,1771207479538,0.100,993.100,993.000,0.000,6021.000,1771207479538,1771207485559,1500,56,56_trial23_male_cuaderno.wav,993.100,2476.042,1482.942,ok,-40.000,false,
24,1,female,pato,6,1,Target_Stimuli/female/pato.mp3,1771207487087,0.100,743.975,743.875,0.100,6027.000,1771207487087.1,1771207493114,1500,56,56_trial24_female_pato.wav,743.875,3294.938,2551.063,ok,-40.000,false,